id,image,descriptions,context,topic,anon_worker_id,trial_number,final_description,img_id,descr_length,word_count
81,Dreifaltigkeitskirche_süd.jpg,An old church made of red brick with a large tall spire in the front.  There are grave markers in the courtyard leading to the church that are visible in front of the church.,Building material,church,741822857085471,5,An old church made of red brick with a large tall spire in the front.  There are grave markers in the courtyard leading to the church that are visible in front of the church.,church4,174,35
82,Earth_to_Table_DInner_with_Gunnar_Karl_Gíslason_(15640694895).jpg,Several chefs surround a table with rows of plates of steak it.,American cuisine,laid_table,779993119204064,0,Several chefs surround a table with rows of plates of steak it.,laid_table3,63,13
83,"Lago_de_Como,_Italia,_2016-06-25,_DD_02-06_PAN.jpeg",A large body of water sandwiched between two large mountainous land masses.,Body of water,mountains,779993119204064,1,A large body of water sandwiched between two large mountainous land masses.,mountains9,75,13
84,1600px-Covariant_Founding_Team_at_Covariant_HQ_Anno_November_2017.jpg,"A small office space with 4 people, 2 sitting at a table with laptops and 2 standing by a whiteboard.",Furniture,meeting_in_progress,779993119204064,2,"A small office space with 4 people, 2 sitting at a table with laptops and 2 standing by a whiteboard.",meeting_in_progress17,101,21
85,Wohnzimmer_Fallada_1.JPG,"A rustic dining room with a opening to another room in the background. Windows in the back and side, with curtains, let in plenty of natural light.",Window,living_room,779993119204064,3,"A rustic dining room with a opening to another room in the background. Windows in the back and side, with curtains, let in plenty of natural light.",living_room6,147,28
86,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg",A religious building with many arches and small windows. The arches are topped with Crosses.,Christian cross,church,779993119204064,4,A religious building with many arches and small windows. The arches are topped with Crosses.,church8,92,16
87,"1599px-20180920_Fussball,_UEFA_Europa_League,_RB_Leipzig_-_FC_Salzburg_by_Stepro_StP_8051.jpg","Several soccer players and a referee are on the field, one of the opposing team members has fallen and the other members are surrounding him.",Advertising,soccer_in_progress,779993119204064,5,"Several soccer players and a referee are on the field, one of the opposing team members has fallen and the other members are surrounding him.",soccer_in_progress10,141,26
88,"Oberaargletscher_from_Oberaar,_2010_07.jpeg",A vast mountain valley with glaciers in the higher altitudes and a lake at the bottom.,Body of water,mountains,438001775948304,0,A vast mountain valley with glaciers in the higher altitudes and a lake at the bottom.,mountains16,86,17
89,"1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278.jpg","A football or soccer team celebrating together, all with different haircuts.",Hairstyle,soccer_in_progress,438001775948304,1,"A football or soccer team celebrating together, all with different haircuts.",soccer_in_progress13,76,12
90,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg","A building with various types of building material used including stone, brick, and metal.",Building material,church,438001775948304,2,"A building with various types of building material used including stone, brick, and metal.",church8,90,15
91,Living_room_at_35_Yowani_Rd_Rosedale_NSW_all_burnt_in_2019-12-19_bushfire.jpg,A cozy living room with four large windows allowing the area to be lit up by natural light.,Window,living_room,438001775948304,3,A cozy living room with four large windows allowing the area to be lit up by natural light.,living_room11,91,19
92,La_Trobe_Uni_Wikimeetup_March_2020.jpg,A group of co-workers in a meeting room.,Cooperation,meeting_in_progress,438001775948304,4,A group of co-workers in a meeting room.,meeting_in_progress2,40,10
93,"1600px-2019-11-28_14_40_55_A_dinner_table_laid_out_for_Thanksgiving_Dinner_in_the_Parkway_Village_section_of_Ewing_Township,_Mercer_County,_New_Jersey.jpg","A table with plates, cups, bowls, spoons, forks, and knives on it.",Tableware,laid_table,438001775948304,5,"A table with plates, cups, bowls, spoons, forks, and knives on it.",laid_table12,66,13
94,"1599px-20180920_Fussball,_UEFA_Europa_League,_RB_Leipzig_-_FC_Salzburg_by_Stepro_StP_8051.jpg","Two soccer players are standing, both have white uniforms and white stripes with Red Bull advertising. Between them is a player on his knees in a maroon uniform. They are all going for the same soccer ball. There is a referee in blue and black behind them, and adveetisements for four or five companies on the walls of the stadium.",Advertising,soccer_in_progress,546458686628108,0,"Two soccer players are standing, both have white uniforms and white stripes with Red Bull advertising. Between them is a player on his knees in a maroon uniform. They are all going for the same soccer ball. There is a referee in blue and black behind them, and adveetisements for four or five companies on the walls of the stadium.",soccer_in_progress10,331,61
95,La_Trobe_Uni_Wikimeetup_March_2020.jpg,"Nine different coworkers are sitting around a light colored table in a glass-walled conference room. They are all smiling and dressed professionally, and have laptops in front of them. They are different sexes, ages, and races.",Cooperation,meeting_in_progress,546458686628108,1,"Nine different coworkers are sitting around a light colored table in a glass-walled conference room. They are all smiling and dressed professionally, and have laptops in front of them. They are different sexes, ages, and races.",meeting_in_progress2,227,38
96,"Lago_de_Como,_Italia,_2016-06-25,_DD_02-06_PAN.jpeg","There is a mountain range with green trees and red-tile-roofed houses in the foreground, a bay in the middle, and another ocean range across the bay in the background. The top of the photo is blue sky and clouds.",Orogeny,mountains,546458686628108,2,"There is a mountain range with green trees and red-tile-roofed houses in the foreground, a bay in the middle, and another ocean range across the bay in the background. The top of the photo is blue sky and clouds.",mountains9,212,42
97,"1600px-2019-11-28_14_40_55_A_dinner_table_laid_out_for_Thanksgiving_Dinner_in_the_Parkway_Village_section_of_Ewing_Township,_Mercer_County,_New_Jersey.jpg","A table and chairs, set with six places, and laid with a green and red plaid tablecoth. There are red solo cups at each place. The table is also set with typical American Thanksgiving foods, including: turkey, mashed potatoes, cranberry sauce, mixed salad, squash, sweet potatoes, devilled eggs, and pumpkin pie.",American cuisine,laid_table,546458686628108,3,"A table and chairs, set with six places, and laid with a green and red plaid tablecoth. There are red solo cups at each place. The table is also set with typical American Thanksgiving foods, including: turkey, mashed potatoes, cranberry sauce, mixed salad, squash, sweet potatoes, devilled eggs, and pumpkin pie.",laid_table12,312,52
98,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg","An Eastern Orthodox church fills the photo. It has many archs, halfdomes, and small dones. It has vertical columns of small ciorcular windows. The church is made of light browth stone and red bricks. Crowning the church are three golden crosses botonnees.",Christian cross,church,546458686628108,4,"An Eastern Orthodox church fills the photo. It has many archs, halfdomes, and small dones. It has vertical columns of small ciorcular windows. The church is made of light browth stone and red bricks. Crowning the church are three golden crosses botonnees.",church8,255,43
99,Wohnzimmer_Fallada_1.JPG,"A typical American dining room with an oval table, four chairs, and a wooden dining cabinet. To the left is a large curtained window above a white radiator and to the right one can see another room with a multi-paned window above a red bookshelf.",Window,living_room,546458686628108,5,"A typical American dining room with an oval table, four chairs, and a wooden dining cabinet. To the left is a large curtained window above a white radiator and to the right one can see another room with a multi-paned window above a red bookshelf.",living_room6,246,47
100,1600px-Covariant_Founding_Team_at_Covariant_HQ_Anno_November_2017.jpg,Four men gather around an office table. Each has laptops and one gestures at some figures on a whiteboard.,Consumer electronics,meeting_in_progress,884449719426671,0,Four men gather around an office table. Each has laptops and one gestures at some figures on a whiteboard.,meeting_in_progress17,106,20
101,wiki_livingroom.jpg,"Two men and a woman gather in a living room which has two sofas, an accent table, and a fireplace. The people seem deep in conversation.",Furniture,living_room,884449719426671,1,"Two men and a woman gather in a living room which has two sofas, an accent table, and a fireplace. The people seem deep in conversation.",living_room15,136,27
102,river.jpeg,A large river is seen from above as it curves around a large hill about 150 feet tall. Snow-capped mountains are in the background.,Orogeny,mountains,884449719426671,2,A large river is seen from above as it curves around a large hill about 150 feet tall. Snow-capped mountains are in the background.,mountains18,131,26
103,"1599px-20180920_Fussball,_UEFA_Europa_League,_RB_Leipzig_-_FC_Salzburg_by_Stepro_StP_8051.jpg","Three soccer plays roughly play in front of a referee. Each man has a different hairdo: long, tousled and even bald!",Hairstyle,soccer_in_progress,884449719426671,3,"Three soccer plays roughly play in front of a referee. Each man has a different hairdo: long, tousled and even bald!",soccer_in_progress10,116,22
104,"1600px-2019-11-28_14_40_55_A_dinner_table_laid_out_for_Thanksgiving_Dinner_in_the_Parkway_Village_section_of_Ewing_Township,_Mercer_County,_New_Jersey.jpg",The camera looks down on a table groaning with colorful foods arranged in many serving bowls on a bright red plaid tablecloth.,American cuisine,laid_table,884449719426671,4,The camera looks down on a table groaning with colorful foods arranged in many serving bowls on a bright red plaid tablecloth.,laid_table12,126,23
105,1599px-Paris_Notre-Dame_East_View_02.jpeg,We are looking across a formal garden at a beautiful medieval-looking cathedral whose spire soars into a bright blue sky.,Building material,church,884449719426671,5,We are looking across a formal garden at a beautiful medieval-looking cathedral whose spire soars into a bright blue sky.,church19,121,22
106,"1599px-20180920_Fussball,_UEFA_Europa_League,_RB_Leipzig_-_FC_Salzburg_by_Stepro_StP_8051.jpg",A group of men playing soccer as one tries to the kick the ball away from another.,Competition,soccer_in_progress,968596449603891,0,A group of men playing soccer as one tries to the kick the ball away from another.,soccer_in_progress10,82,18
107,La_Trobe_Uni_Wikimeetup_March_2020.jpg,A group of people using an elevated table for work purposes and chairs to provide them support while they work.,Furniture,meeting_in_progress,968596449603891,1,A group of people using an elevated table for work purposes and chairs to provide them support while they work.,meeting_in_progress2,111,21
108,"Oberaargletscher_from_Oberaar,_2010_07.jpeg",A very high Montane ecosystem providing little trees and shrubs due to its harsh cold environment and hilly range covered in snow.,Montane Ecosystems,mountains,968596449603891,2,A very high Montane ecosystem providing little trees and shrubs due to its harsh cold environment and hilly range covered in snow.,mountains16,130,23
109,Earth_to_Table_DInner_with_Gunnar_Karl_Gíslason_(15640694895).jpg,A group of men and woman preparing multiple dishes for people to eat.,Dinner,laid_table,968596449603891,3,A group of men and woman preparing multiple dishes for people to eat.,laid_table3,69,14
110,1599px-Paris_Notre-Dame_East_View_02.jpeg,"An old concrete castle with many spires, and multiple levels of architecture around the entire building. There is also a spire built onto it.",Building material,church,968596449603891,4,"An old concrete castle with many spires, and multiple levels of architecture around the entire building. There is also a spire built onto it.",church19,141,25
111,wiki_livingroom.jpg,A family sitting inside their home with a window closed to the side of them protecting them from the outside weather.,Window,living_room,968596449603891,5,A family sitting inside their home with a window closed to the side of them protecting them from the outside weather.,living_room15,117,22
112,Dreifaltigkeitskirche_süd.jpg,A tall building that looks like a church with a very large cone atop of it,Roof,church,175149250395342,0,A tall building that looks like a church with a very large cone atop of it,church4,74,16
113,"1599px-20180920_Fussball,_UEFA_Europa_League,_RB_Leipzig_-_FC_Salzburg_by_Stepro_StP_8051.jpg","two teams playing soccer on a field while a referee runs behind , one player of the opposing team in red has fallen with the ball infront of him",Advertising,soccer_in_progress,175149250395342,1,"two teams playing soccer on a field while a referee runs behind , one player of the opposing team in red has fallen with the ball infront of him",soccer_in_progress10,144,28
114,1600px-Covariant_Founding_Team_at_Covariant_HQ_Anno_November_2017.jpg,a group of males in a room with laptops and two males standing up infront of a chalkboard explaining something to the other two males that are sitting down,Cooperation,meeting_in_progress,175149250395342,3,a group of males in a room with laptops and two males standing up infront of a chalkboard explaining something to the other two males that are sitting down,meeting_in_progress17,155,29
115,Living_room_at_35_Yowani_Rd_Rosedale_NSW_all_burnt_in_2019-12-19_bushfire.jpg,"a home that is fully furnished with nice chairs and sofa , also two large windows overlooking the living room",Interior design,living_room,175149250395342,4,"a home that is fully furnished with nice chairs and sofa , also two large windows overlooking the living room",living_room11,109,19
116,"Thanksgiving_Dinner_Table,_Broward_County_Florida,_1971_02.jpg","a table that is prepared for a dinner with a large turkey and a bottle of wine sitting on it , large bookcase with books in the background as well with a lamp above the table",Tableware,laid_table,175149250395342,5,"a table that is prepared for a dinner with a large turkey and a bottle of wine sitting on it , large bookcase with books in the background as well with a lamp above the table",laid_table14,174,35
117,"Oberaargletscher_from_Oberaar,_2010_07.jpeg","A body of water sits in front of a mountainous range, with snow at the top of the mountains.|A body of water sits in front of a mountainous range, with snow at the top of the mountains. There is also clouds on the right side that is covering part of the mountains.",Orogeny,mountains,450502807896509,0,"A body of water sits in front of a mountainous range, with snow at the top of the mountains. There is also clouds on the right side that is covering part of the mountains.",mountains16,171,35
118,"1599px-Georgios_Ntaviotis_&_Daniel_Souček,_U21_CZE-GRE_2019-10-10.jpg","People in a stand are watching a soccer game. The focus is two players, one on the ground and the other standing behind him as the ball is coming to them.",Hairstyle,soccer_in_progress,450502807896509,1,"People in a stand are watching a soccer game. The focus is two players, one on the ground and the other standing behind him as the ball is coming to them.",soccer_in_progress1,154,32
119,"Thanksgiving_Dinner_Table,_Broward_County_Florida,_1971_02.jpg","A table fully prepared with fancy dishes and silverware, and a white tablecloth. It also has a turkey already cooked on a platter.",Tableware,laid_table,450502807896509,2,"A table fully prepared with fancy dishes and silverware, and a white tablecloth. It also has a turkey already cooked on a platter.",laid_table14,130,24
120,Atelier_à_l'IFB_-_11_&_12_Mars_2020_(3).jpg,"A group of people all sit at a large table working together as they all stare at their computers, as a slideshow is played in the background.",Cooperation,meeting_in_progress,450502807896509,3,"A group of people all sit at a large table working together as they all stare at their computers, as a slideshow is played in the background.",meeting_in_progress7,141,28
121,wiki_livingroom.jpg,"People sit on a flower decorated sofas, one with his feet up on a coffee table, as sunlight is coming through window.",Window,living_room,450502807896509,4,"People sit on a flower decorated sofas, one with his feet up on a coffee table, as sunlight is coming through window.",living_room15,117,23
122,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg","A large religious building, mostly stone that is orange and red, has crosses on it.",Building material,church,450502807896509,5,"A large religious building, mostly stone that is orange and red, has crosses on it.",church8,83,16
123,1599px-Paris_Notre-Dame_East_View_02.jpeg,"A photo of Notre-Dame in Paris from Square Jean-XXIII.  There is a garden with plants, grass, and trees with concrete sidewalks and the famous medieval Catholic cathedral in the background.|A photo of Notre-Dame in Paris from Square Jean-XXIII.  There is a garden with plants, grass, and trees with concrete sidewalks and the famous medieval Catholic cathedral in the background.  Building materials of the church mainly consist of limestone, wood, iron, and lead.",Building material,church,799824347616122,0,"A photo of Notre-Dame in Paris from Square Jean-XXIII.  There is a garden with plants, grass, and trees with concrete sidewalks and the famous medieval Catholic cathedral in the background.  Building materials of the church mainly consist of limestone, wood, iron, and lead.",church19,274,46
124,"1600px-2019-11-28_14_40_55_A_dinner_table_laid_out_for_Thanksgiving_Dinner_in_the_Parkway_Village_section_of_Ewing_Township,_Mercer_County,_New_Jersey.jpg","A table with a tablecloth with empty place setting and many foods in bowls in the middle.  The table is set with paper napkins, metal utensils, and plastic cups.  The bowls of food are some typical foods of American cuisine.",American cuisine,laid_table,799824347616122,1,"A table with a tablecloth with empty place setting and many foods in bowls in the middle.  The table is set with paper napkins, metal utensils, and plastic cups.  The bowls of food are some typical foods of American cuisine.",laid_table12,224,41
125,La_Trobe_Uni_Wikimeetup_March_2020.jpg,"A communal office space inside of a modern building with a large desk for many people.  Nine people are sitting at the table, facing each other, and are cooperating on work.  There are also several computers on the table.",Cooperation,meeting_in_progress,799824347616122,2,"A communal office space inside of a modern building with a large desk for many people.  Nine people are sitting at the table, facing each other, and are cooperating on work.  There are also several computers on the table.",meeting_in_progress2,221,40
126,Living_room_at_35_Yowani_Rd_Rosedale_NSW_all_burnt_in_2019-12-19_bushfire.jpg,"A small, cozy living room with three chairs, a couch, a shelf, a coffee table, and a wood stove.  Two large windows are in the back of the room looking out towards some trees.",Window,living_room,799824347616122,3,"A small, cozy living room with three chairs, a couch, a shelf, a coffee table, and a wood stove.  Two large windows are in the back of the room looking out towards some trees.",living_room11,175,35
127,"Lago_de_Como,_Italia,_2016-06-25,_DD_02-06_PAN.jpeg","A beautiful, large lake surrounded by hills and mountains.  The sky is bright with some clouds.  Homes appear in some of the landscape.",Body of water,mountains,799824347616122,4,"A beautiful, large lake surrounded by hills and mountains.  The sky is bright with some clouds.  Homes appear in some of the landscape.",mountains9,135,24
128,"1599px-Georgios_Ntaviotis_&_Daniel_Souček,_U21_CZE-GRE_2019-10-10.jpg","Two soccer players competing for the ball.  One player, dressed in white, has fallen to his knees, while the other, dressed in maroon and blue, is standing and eyeing the ball.  The field is bright green and the crowd in the background appears blurry.",Competition,soccer_in_progress,799824347616122,5,"Two soccer players competing for the ball.  One player, dressed in white, has fallen to his knees, while the other, dressed in maroon and blue, is standing and eyeing the ball.  The field is bright green and the crowd in the background appears blurry.",soccer_in_progress1,251,45
129,La_Trobe_Uni_Wikimeetup_March_2020.jpg,"Nine people are sitting around a table in front of laptop computers, having a meeting.",Cooperation,meeting_in_progress,533282019679866,0,"Nine people are sitting around a table in front of laptop computers, having a meeting.",meeting_in_progress2,86,16
130,1599px-Paris_Notre-Dame_East_View_02.jpeg,"A garden, statue and fountain stand next to a tree-lined path that leads to a Gothic cathedral.",Christian cross,church,533282019679866,1,"A garden, statue and fountain stand next to a tree-lined path that leads to a Gothic cathedral.",church19,95,19
131,"1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278.jpg",Five soccer players celebrate a goal in a soccer match--the field is surrounded by advertising.,Advertising,soccer_in_progress,533282019679866,2,Five soccer players celebrate a goal in a soccer match--the field is surrounded by advertising.,soccer_in_progress13,95,17
132,"Lago_de_Como,_Italia,_2016-06-25,_DD_02-06_PAN.jpeg",A city is visible in the hills and mountains surrounding a body of water.,Body of water,mountains,533282019679866,3,A city is visible in the hills and mountains surrounding a body of water.,mountains9,73,15
133,wiki_livingroom.jpg,Three people talk while sitting on couches around a coffee table in a living room.,Interior design,living_room,533282019679866,4,Three people talk while sitting on couches around a coffee table in a living room.,living_room15,82,16
134,"Thanksgiving_Dinner_Table,_Broward_County_Florida,_1971_02.jpg","A dining room table is set for dinner, with plates, knives, forks, spoons, and glasses, while a cooked turkey and floral centerpiece sit in the middle of the table.",Dinner,laid_table,533282019679866,5,"A dining room table is set for dinner, with plates, knives, forks, spoons, and glasses, while a cooked turkey and floral centerpiece sit in the middle of the table.",laid_table14,164,30
135,Dreifaltigkeitskirche_süd.jpg,A traditional church made of brick with a tall steeple and a cross on top of it.,Building material,church,840272219144657,0,A traditional church made of brick with a tall steeple and a cross on top of it.,church4,80,18
136,Earth_to_Table_DInner_with_Gunnar_Karl_Gíslason_(15640694895).jpg,A group of kitchen workers preparing a large number of plates with food. They are not wearing gloves.,American cuisine,laid_table,840272219144657,1,A group of kitchen workers preparing a large number of plates with food. They are not wearing gloves.,laid_table3,101,19
137,"Lago_de_Como,_Italia,_2016-06-25,_DD_02-06_PAN.jpeg",A view of the ocean with blue skies and clouds and tall mountains surround the water.,Orogeny,mountains,840272219144657,2,A view of the ocean with blue skies and clouds and tall mountains surround the water.,mountains9,85,17
138,"1599px-20180920_Fussball,_UEFA_Europa_League,_RB_Leipzig_-_FC_Salzburg_by_Stepro_StP_8051.jpg","A group of soccer players are clashing on the field over the ball, each has a short hairstyle.",Hairstyle,soccer_in_progress,840272219144657,3,"A group of soccer players are clashing on the field over the ball, each has a short hairstyle.",soccer_in_progress10,94,19
139,Living_room_at_35_Yowani_Rd_Rosedale_NSW_all_burnt_in_2019-12-19_bushfire.jpg,A living room or den with two large windows that have sliding panes.,Window,living_room,840272219144657,4,A living room or den with two large windows that have sliding panes.,living_room11,68,14
140,1600px-Covariant_Founding_Team_at_Covariant_HQ_Anno_November_2017.jpg,Four men are working together in an office while using computers and white boards.,Cooperation,meeting_in_progress,840272219144657,5,Four men are working together in an office while using computers and white boards.,meeting_in_progress17,82,15
141,"Lago_de_Como,_Italia,_2016-06-25,_DD_02-06_PAN.jpeg","Vast green mountain ranges surround a body of water on both sides. Roads with small houses wind around the ranges, checkering the sides of the mountains with white and orange colors. |Vast green mountain ranges surround a body of water. Roads with small houses wind around the ranges, checkering the sides of the mountains with white and orange colors. |Vast green mountain ranges surround a body of water. Roads leading to small houses wind around the ranges, checkering the sides of the mountains with white and orange colors.",Body of water,mountains,479613917950455,0,"Vast green mountain ranges surround a body of water. Roads leading to small houses wind around the ranges, checkering the sides of the mountains with white and orange colors.",mountains9,174,30
142,"Thanksgiving_Dinner_Table,_Broward_County_Florida,_1971_02.jpg","A table it set with white plates donning flowered patterns. Silverware and wine cups accompany the plates. A large turkey sits towards the center of the table. |A table it set with white plates, each donning flowered patterns. Silverware and wine cups accompany the plates. A large turkey sits towards the center of the table.",Tableware,laid_table,479613917950455,1,"A table it set with white plates, each donning flowered patterns. Silverware and wine cups accompany the plates. A large turkey sits towards the center of the table.",laid_table14,165,29
143,"1599px-Georgios_Ntaviotis_&_Daniel_Souček,_U21_CZE-GRE_2019-10-10.jpg","Two players compete for a ball on a soccer field. One player is on his knees, and is wearing a white jersey. The other player wears a red top, with blue shorts. The ball they're competing for has white, green, and black triangle patterns.",Competition,soccer_in_progress,479613917950455,2,"Two players compete for a ball on a soccer field. One player is on his knees, and is wearing a white jersey. The other player wears a red top, with blue shorts. The ball they're competing for has white, green, and black triangle patterns.",soccer_in_progress1,238,46
144,wiki_livingroom.jpg,"Three people sit in a living area. There are two flower patterned couches that they sit on. In front of them is a brown coffee table. A brick fireplace sits a few feet away from them.  |Three people sit in a living area. There are two flower patterned couches that they sit on. In front of them is a brown coffee table. A brick fireplace sits a few feet away.  |Three people sit in a living area. There are two flower patterned couches that they sit on. In front of them is a brown coffee table. A brick fireplace graces the right wall.   |Three people sit in a living area.They are sitting on flowered patterned couches, which there are two of. In front of them is a brown coffee table. A brick fireplace graces the right wall.   |Three people sit in a living area. They are sitting on flowered patterned couches, which there are two of. In front of them is a brown coffee table. A brick fireplace graces the entire right wall.   |Three people sit in a living area. They are sitting on flowered patterned couches, which there are two of. In front of them is a brown coffee table. A brick fireplace graces the entire right wall.",Interior design,living_room,479613917950455,3,"Three people sit in a living area. They are sitting on flowered patterned couches, which there are two of. In front of them is a brown coffee table. A brick fireplace graces the entire right wall.",living_room15,196,37
145,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg",A large building adorning three crosses on top. Striped brick patters decorate the outside of the building. Dome cases decorate the top of the building. |A large building adorned with three crosses on top. Striped brick patters decorate the outside of the building. Dome cases decorate the top of the building. |A large building adorned with three crosses. Striped brick patterns decorate the outside of the building. Dark brown dome cases decorate the top of the building. |A large building adorned with three gold crosses. Striped brick patterns decorate the outside of the building. Dark brown dome cases decorate the top of the building. |A large building adorned with three gold crosses. Striped brick patterns decorate the outside of the building. Dark brown dome cases decorate the top.,Building material,church,479613917950455,4,A large building adorned with three gold crosses. Striped brick patterns decorate the outside of the building. Dark brown dome cases decorate the top.,church8,150,25
146,1600px-Covariant_Founding_Team_at_Covariant_HQ_Anno_November_2017.jpg,"Four men hold a discussion. They are in a white room, with a white dry-erase board, and sit at a white table. 4 computers and one phone sit on the table. A large window offers a view of a bay. |Four men hold a discussion inside a room painted white. There is a white dry-erase board, and a white table. 4 computers and one phone sit on the table. A large window offers a view of a bay. |Four men hold a discussion inside a room. The room is painted white. They're using a white dry-erase board with a green marker. Two of them sit at a white table. 4 computers and one phone sit on the table. A large window offers a view of a bay.",Furniture,meeting_in_progress,479613917950455,5,Four men hold a discussion inside a room. The room is painted white. They're using a white dry-erase board with a green marker. Two of them sit at a white table. 4 computers and one phone sit on the table. A large window offers a view of a bay.,meeting_in_progress17,244,52
147,"1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278.jpg",A group of soccer players celebrate on the field,Competition,soccer_in_progress,430032913730511,0,A group of soccer players celebrate on the field,soccer_in_progress13,48,9
148,"Thanksgiving_Dinner_Table,_Broward_County_Florida,_1971_02.jpg",Tableware is shown at place settings around a formal dining table with a white tablecloth. A turkey sits on the table.,Tableware,laid_table,430032913730511,1,Tableware is shown at place settings around a formal dining table with a white tablecloth. A turkey sits on the table.,laid_table14,118,22
149,Living_room_at_35_Yowani_Rd_Rosedale_NSW_all_burnt_in_2019-12-19_bushfire.jpg,A living room is shown with a bamboo couch and chairs with light green cushions arranged aroudn a coffee table. There are two windows at the back wall with their curtains drawn open,Window,living_room,430032913730511,2,A living room is shown with a bamboo couch and chairs with light green cushions arranged aroudn a coffee table. There are two windows at the back wall with their curtains drawn open,living_room11,181,33
150,1599px-Paris_Notre-Dame_East_View_02.jpeg,A church is shown with a domed roof and dramatic spires,Roof,church,430032913730511,4,A church is shown with a domed roof and dramatic spires,church19,55,11
151,1600px-Covariant_Founding_Team_at_Covariant_HQ_Anno_November_2017.jpg,Two men are seated at a table with open laptops in front of them while two men are standing at a whiteboard in front of them,Consumer electronics,meeting_in_progress,430032913730511,5,Two men are seated at a table with open laptops in front of them while two men are standing at a whiteboard in front of them,meeting_in_progress17,124,26
152,Wohnzimmer_Fallada_1.JPG,A kitchen is shown with a large window allowing the daylight to shine through. A curtain is placed over the window to cut back on some of the sunlight. The next room over has no curtain on the window so the sunlight can shine freely through it.,Window,living_room,431210983350949,0,A kitchen is shown with a large window allowing the daylight to shine through. A curtain is placed over the window to cut back on some of the sunlight. The next room over has no curtain on the window so the sunlight can shine freely through it.,living_room6,244,48
153,Dreifaltigkeitskirche_süd.jpg,A church with a Christian cross positioned on the top of the steeple.,Christian cross,church,431210983350949,1,A church with a Christian cross positioned on the top of the steeple.,church4,69,14
154,"Thanksgiving_Dinner_Table,_Broward_County_Florida,_1971_02.jpg",A dinner table is shown with food and drinks that will be consumed at a traditional dinner setting.,Dinner,laid_table,431210983350949,2,A dinner table is shown with food and drinks that will be consumed at a traditional dinner setting.,laid_table14,99,19
155,"1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278.jpg","At a soccer match, advertisements for companies are placed on the boards alongside the field.",Advertising,soccer_in_progress,431210983350949,3,"At a soccer match, advertisements for companies are placed on the boards alongside the field.",soccer_in_progress13,93,16
156,"Lago_de_Como,_Italia,_2016-06-25,_DD_02-06_PAN.jpeg","A montane ecosystem is shown, with lush green grass from the high rainfall and from having a body of water nearby.",Montane Ecosystems,mountains,431210983350949,4,"A montane ecosystem is shown, with lush green grass from the high rainfall and from having a body of water nearby.",mountains9,114,22
157,1600px-Covariant_Founding_Team_at_Covariant_HQ_Anno_November_2017.jpg,Black goods consumer electronics in the form of computer laptops are placed on a table.,Consumer electronics,meeting_in_progress,431210983350949,5,Black goods consumer electronics in the form of computer laptops are placed on a table.,meeting_in_progress17,87,16
158,Earth_to_Table_DInner_with_Gunnar_Karl_Gíslason_(15640694895).jpg,Chefs prepare plates of food.,Dinner,laid_table,124388498262308,0,Chefs prepare plates of food.,laid_table3,29,6
159,"Oberaargletscher_from_Oberaar,_2010_07.jpeg",A lake surrounded by snow-capped mountains.,Body of water,mountains,124388498262308,1,A lake surrounded by snow-capped mountains.,mountains16,43,8
160,"1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278.jpg",Football players celebrating a win.,Advertising,soccer_in_progress,124388498262308,2,Football players celebrating a win.,soccer_in_progress13,35,6
161,1599px-Paris_Notre-Dame_East_View_02.jpeg,A cathedral overlooking a courtyard.,Building material,church,124388498262308,3,A cathedral overlooking a courtyard.,church19,36,6
162,1600px-Covariant_Founding_Team_at_Covariant_HQ_Anno_November_2017.jpg,Two men give a presentation.,Consumer electronics,meeting_in_progress,124388498262308,4,Two men give a presentation.,meeting_in_progress17,28,6
163,Living_room_at_35_Yowani_Rd_Rosedale_NSW_all_burnt_in_2019-12-19_bushfire.jpg,Wicker furniture surrounds a coffee table.,Window,living_room,124388498262308,5,Wicker furniture surrounds a coffee table.,living_room11,42,7
164,wiki_livingroom.jpg,A group of friends are sitting on various furniture in living room talking. The drapes are pulled back and light coming thru.,Window,living_room,215627235346318,0,A group of friends are sitting on various furniture in living room talking. The drapes are pulled back and light coming thru.,living_room15,125,23
