imgstem_version,texts,text_controls,clipscore
79180,Eleanor Roosevelt visiting Tuskegee Airbase,Eleanor Roosevelt visiting Tuskegee Airbase,0.77880859375
23670,Ridler Fieldhouse,Ridler Fieldhouse,0.76611328125
81776,"Interior of Sant'Antonio Abate, Parma","Interior of Sant'Antonio Abate, Parma",0.83740234375
14761,Beenovo Monastery a red brick building with an arched entry and a tower,Beenovo Monastery a red brick building with an arched entry and a tower,0.81640625
67211,"A map of southwestern Germany, where troops wintered in the east and west, on the banks of two rivers; the troops converged at a point in the center.","A map of southwestern Germany, where troops wintered in the east and west, on the banks of two rivers; the troops converged at a point in the center.",0.7880859375
50139,"Jonathan Wilson - musician, songwriter, record producer, guitar builder, guitarist, drummer, singer","Jonathan Wilson - musician, songwriter, record producer, guitar builder, guitarist, drummer, singer",0.662109375
2531,Different parts of a knife indicated with numerals,Different parts of a knife indicated with numerals,0.7724609375
55547,Portrait B&W,Portrait B&W,0.63720703125
1422,Four bolts of lightning strike the ground,Four bolts of lightning strike the ground,0.7802734375
49699,"A woman in multicoloured winter sportswear, wearing a red cap and a jersey with the number 3, holds a rifle in a horizontal position. Her rifle has advertising on its side, while snow falls in the background.","A woman in multicoloured winter sportswear, wearing a red cap and a jersey with the number 3, holds a rifle in a horizontal position. Her rifle has advertising on its side, while snow falls in the background.",0.86962890625
39437,"Building with stone columns at the base, and marble columns on the top portion.","Building with stone columns at the base, and marble columns on the top portion.",0.63525390625
95103,"black and white drawing of stage scene: an older man, holding a pot-plant, confronts a younger one","black and white drawing of stage scene: an older man, holding a pot-plant, confronts a younger one",0.65625
95708,La vasque de l'abbaye de Daoulas (Finistre),La vasque de l'abbaye de Daoulas (Finistre),0.68798828125
64831,Artistic life reconstruction,Artistic life reconstruction,0.6884765625
39438,Multi-storied glass building in the shape of a gaff-rigged sail.,Multi-storied glass building in the shape of a gaff-rigged sail.,0.8095703125
56143,"A closer view of the rear of the church interior seen above, with a golden altar in the foreground","A closer view of the rear of the church interior seen above, with a golden altar in the foreground",0.72802734375
47732,Painting of a young Joseph Brant in ceremonial dress,Painting of a young Joseph Brant in ceremonial dress,1.029296875
9600,"Painting of a cow whose head protrudes from a hill, in front of which stand papyrus stalks and a pyramidal chapel","Painting of a cow whose head protrudes from a hill, in front of which stand papyrus stalks and a pyramidal chapel",0.85205078125
57895,This work was commissioned by the Smithsonian to be located long term outside the National Museum of the American Indian.,This work was commissioned by the Smithsonian to be located long term outside the National Museum of the American Indian.,0.76123046875
14727,"full height portrait of a young woman with long dark hair pulled back, wearing uniform that says ""Lynx 23""","full height portrait of a young woman with long dark hair pulled back, wearing uniform that says ""Lynx 23""",0.6142578125
25404,"A bird's eye view of the city of Kalispell, Montana","A bird's eye view of the city of Kalispell, Montana",1.0
42100,Low-angle front view of single-engined military aircraft with three-bladed propeller and six bombs beneath the wings and fuselage,Low-angle front view of single-engined military aircraft with three-bladed propeller and six bombs beneath the wings and fuselage,0.8271484375
32276,100mg generic Benzonatate capsules,100mg generic Benzonatate capsules,0.83544921875
58752,The site of Blackwing Studios taken after its closure in 2010,The site of Blackwing Studios taken after its closure in 2010,0.68359375
102368,"Painting of a seated Bhim Shamsher and his wife, in ceremonial dress","Painting of a seated Bhim Shamsher and his wife, in ceremonial dress",0.7978515625
81265,Malte Jaeger in 1955.,Malte Jaeger in 1955.,0.65966796875
83648,A photograph of a man wearing a dress shirt and blue jeans standing and leaning on a table opposite a blonde woman in a green dress,A photograph of a man wearing a dress shirt and blue jeans standing and leaning on a table opposite a blonde woman in a green dress,0.70751953125
1156,"A brown glass bottle of pills, labeled ""Lampit (nifurtimox)""","A brown glass bottle of pills, labeled ""Lampit (nifurtimox)""",0.9609375
103059,"Six University College fellows in a well-decorated room sit around a table, which holds flute glasses, tobacco pipes, a candle, and a bottle of red liquid. All the men wear black robes and white periwigs. The centre and left-most men (Thomas and John Cockman) wear mortarboards.","Six University College fellows in a well-decorated room sit around a table, which holds flute glasses, tobacco pipes, a candle, and a bottle of red liquid. All the men wear black robes and white periwigs. The centre and left-most men (Thomas and John Cockman) wear mortarboards.",0.951171875
82335,dubaisat-2-uae-earth-observation-satellite,dubaisat-2-uae-earth-observation-satellite,0.75146484375
87915,"A sketch at the back of a sailing ship's top deck, showing a man tied up on a grate to be flogged for desertion; to the left overlooking the scene from the deck above are Marines in line with bayonets; crowded to the right are the ship's crew mustered to watch the punishment being administered.","A sketch at the back of a sailing ship's top deck, showing a man tied up on a grate to be flogged for desertion; to the left overlooking the scene from the deck above are Marines in line with bayonets; crowded to the right are the ship's crew mustered to watch the punishment being administered.",0.88623046875
53853,"Four football players in uniform prepared to run, standing one behind the other","Four football players in uniform prepared to run, standing one behind the other",0.8505859375
44726,Photograph of Lauralee Bell,Photograph of Lauralee Bell,0.80810546875
97615,A black warship with two masts and a single funnel in port.,A black warship with two masts and a single funnel in port.,0.80517578125
14896,"The head of a preserved shark, with the large mouth open","The head of a preserved shark, with the large mouth open",0.78369140625
99948,Watercolour painting of sailboats by Rose A. Walker,Watercolour painting of sailboats by Rose A. Walker,0.880859375
71353,Canal de la Somme location,Canal de la Somme location,0.8212890625
86888,An image depicting the track of a weak and short-lived tropical storm in the central Atlantic.,An image depicting the track of a weak and short-lived tropical storm in the central Atlantic.,0.7265625
94513,SCHOOL ASSEMBLY,SCHOOL ASSEMBLY,0.7802734375
54514,"Burnished jar with asymmetrical mouth and neck (ridge beneath bend of neck). Black metallic finish, the result of burnishing and reduction firing.","Burnished jar with asymmetrical mouth and neck (ridge beneath bend of neck). Black metallic finish, the result of burnishing and reduction firing.",0.8603515625
95317,Panorama of city with mixture of five- to ten-story buildings,Panorama of city with mixture of five- to ten-story buildings,0.51318359375
44118,A representation of the structural differences of the LDL receptor family.,A representation of the structural differences of the LDL receptor family.,0.7509765625
12662,Black-on-white photo of the constellation,Black-on-white photo of the constellation,0.75
81264,A man caked in mud screaming into a microphone.,A man caked in mud screaming into a microphone.,0.875
46825,A yellow x shaped cross on a blue background formed the flag of the Stewart of Appin's regiment,A yellow x shaped cross on a blue background formed the flag of the Stewart of Appin's regiment,0.90625
54566,"Photograph by Mattfrantzdotcom, distributed under a CC-BY-SA 4.0 license.","Photograph by Mattfrantzdotcom, distributed under a CC-BY-SA 4.0 license.",0.5966796875
41858,"onlookers mill around, looking at the half-destroyed Bath School building","onlookers mill around, looking at the half-destroyed Bath School building",0.84228515625
72445,An aerial shot of a large gathering of people in a grassy area beside a lake. Several large tents are visible.,An aerial shot of a large gathering of people in a grassy area beside a lake. Several large tents are visible.,0.77099609375
6961,Three lone round objects in a black background,Three lone round objects in a black background,0.55224609375
101443,"Painting of a white woman with short light brown hair, facing to the right. She is wearing a dark brown coat with a brown scarf and a golden broach at her throat.","Painting of a white woman with short light brown hair, facing to the right. She is wearing a dark brown coat with a brown scarf and a golden broach at her throat.",0.6904296875
17104,Steep-sided large pile of dark gray sharp rock in a field of scrub vegetation.,Steep-sided large pile of dark gray sharp rock in a field of scrub vegetation.,0.6904296875
42284,Two Staged System.,Two Staged System.,0.59716796875
61836,Fortress Sint Pieter Maastricht,Fortress Sint Pieter Maastricht,0.54736328125
27526,"White page with black Phagspa characters and two seals, one being in the middle of and one on the right sight of the text. All lines start at the top of the page","White page with black Phagspa characters and two seals, one being in the middle of and one on the right sight of the text. All lines start at the top of the page",0.76416015625
76677,X-ray64B,X-ray64B,0.640625
1746,"an unsmiling fair-haired child stands upright, his left hand resting on a stool, in front of an ornate fireplace.","an unsmiling fair-haired child stands upright, his left hand resting on a stool, in front of an ornate fireplace.",0.84228515625
31394,Photograph,Photograph,0.5302734375
100793,Historical map of the region,Historical map of the region,0.69287109375
94893,Looking down onto a tidepool sculpin's wide head and tapering gray body with black and white stripes. The fish's brown eyes are prominent just above center.,Looking down onto a tidepool sculpin's wide head and tapering gray body with black and white stripes. The fish's brown eyes are prominent just above center.,0.6162109375
86752,Front facade of Hu's former residence in Xiuning,Front facade of Hu's former residence in Xiuning,0.86376953125
105985,http://www.music.gonobikerreas.com/artist/ali-aka-mind/,http://www.music.gonobikerreas.com/artist/ali-aka-mind/,0.60595703125
48358,"A seated woman, gray hair pinned up, in a black dress with fur collar before a plain white background","A seated woman, gray hair pinned up, in a black dress with fur collar before a plain white background",0.7099609375
96704,Daniel Christian in November 2011.,Daniel Christian in November 2011.,0.59521484375
68471,"Screenshot showing a blue car progressing towards a red checkpoint circle, surrounded by green and white police vehicles. An arrow points towards the checkpoint. There is statistical data around the outside of the screen, and a map in the top right corner.","Screenshot showing a blue car progressing towards a red checkpoint circle, surrounded by green and white police vehicles. An arrow points towards the checkpoint. There is statistical data around the outside of the screen, and a map in the top right corner.",0.95947265625
68661,Three different transducers are depicted. (a) A metal rod with one end passing through a cylinder of magnetostrictive material on which is wound a coil of enamelled copper wire. (b) An upright cylindrical resonator in which there is sandwiched a horizontal layer of piezoelectric material. The Piezoelectric layer has an embedded electrode from which is leading an enamelled copper wire. (c) An upright cylindrical resonator in which there is sandwiched a vertical layer of piezoelectric material with an electrode as in (b).,Three different transducers are depicted. (a) A metal rod with one end passing through a cylinder of magnetostrictive material on which is wound a coil of enamelled copper wire. (b) An upright cylindrical resonator in which there is sandwiched a horizontal layer of piezoelectric material. The Piezoelectric layer has an embedded electrode from which is leading an enamelled copper wire. (c) An upright cylindrical resonator in which there is sandwiched a vertical layer of piezoelectric material with an electrode as in (b).,0.90771484375
90301,cavalry charge against foot soldiers,cavalry charge against foot soldiers,0.6572265625
53330,"Diagram of the 2-3-2 scrum formation with wing-forward, and the 3-2-3 scrum formation","Diagram of the 2-3-2 scrum formation with wing-forward, and the 3-2-3 scrum formation",0.62744140625
2629,"Black and white photo of two women sitting in a hammock in turn of the 20th century dresses; one reclines and the other sits on her lap and wraps her arm around the other, both staring at each other.","Black and white photo of two women sitting in a hammock in turn of the 20th century dresses; one reclines and the other sits on her lap and wraps her arm around the other, both staring at each other.",0.8232421875
65046,Peter Taylor,Peter Taylor,0.701171875
47550,A three-section building with glass windows,A three-section building with glass windows,0.7138671875
66157,"A Caucasian soldier wearing a camouflage helmet and thick winter clothing lies on his side in a trench facing the right of the photo, holding a canteen in his left hand and using an entrenching tool with his right hand. The soldier is surrounded by rolls of communication line, jerries and boxes of equipment. Behind him, the skyline can be seen above the top of the earth works.","A Caucasian soldier wearing a camouflage helmet and thick winter clothing lies on his side in a trench facing the right of the photo, holding a canteen in his left hand and using an entrenching tool with his right hand. The soldier is surrounded by rolls of communication line, jerries and boxes of equipment. Behind him, the skyline can be seen above the top of the earth works.",0.74755859375
101237,An image of a smiling Pete Davidson who is wearing a dark blue sweater and a black cap.,An image of a smiling Pete Davidson who is wearing a dark blue sweater and a black cap.,0.9677734375
80294,Dark-haired woman smiling at the camera,Dark-haired woman smiling at the camera,0.642578125
20391,Fall Out Boy standing still while posing for a camera.,Fall Out Boy standing still while posing for a camera.,0.75146484375
71680,The red star marks the place of the strongest movement.,The red star marks the place of the strongest movement.,0.482177734375
27204,"A line of small two-door yellow cars parked diagonally against a curb. Several have curled red charging cords connecting them with a charging station on the curb. On the side of the one nearest the camera is written the words ""Share N' Go: the new mobility"" with a stylized electric cord curling around the words on their left","A line of small two-door yellow cars parked diagonally against a curb. Several have curled red charging cords connecting them with a charging station on the curb. On the side of the one nearest the camera is written the words ""Share N' Go: the new mobility"" with a stylized electric cord curling around the words on their left",0.87939453125
57501,"Close-up of a rectangular-shaped carving in stone. In the centre of the rectangle is a circle representing a mirror, and within the circle is a grinning skull. The circle is framed by ram's horns.","Close-up of a rectangular-shaped carving in stone. In the centre of the rectangle is a circle representing a mirror, and within the circle is a grinning skull. The circle is framed by ram's horns.",0.90283203125
40717,Neha Kakkar smiling looking at camera wearing a white top,Neha Kakkar smiling looking at camera wearing a white top,0.86181640625
89222,"HKFO performs the Beethoven ""Ode to Joy"" Flash Mob.","HKFO performs the Beethoven ""Ode to Joy"" Flash Mob.",0.775390625
4042,Singapore Airlines celebrated the nation's Golden Jubilee with a flag livery on its Airbus A380,Singapore Airlines celebrated the nation's Golden Jubilee with a flag livery on its Airbus A380,0.8212890625
24223,"A blond-haired women is wearing a neon-pink shirt and white skirt, and is reaching to hit a one handed backhand","A blond-haired women is wearing a neon-pink shirt and white skirt, and is reaching to hit a one handed backhand",0.81787109375
79549,"Photo of a two-story brick and stone building in a downtown area, a car parked in front.","Photo of a two-story brick and stone building in a downtown area, a car parked in front.",0.7548828125
86794,"A blond-haired man wearing a blue suit with elaborate patterns on the jacket and the sides of the pants, singing into a microphone","A blond-haired man wearing a blue suit with elaborate patterns on the jacket and the sides of the pants, singing into a microphone",1.0625
30909,Ruby Dome view,Ruby Dome view,0.6796875
94250,Stanisaw Koniecpolski,Stanisaw Koniecpolski,0.716796875
13651,Photograph of the USS Texas at sea,Photograph of the USS Texas at sea,0.73779296875
72251,"Black and white satellite image of the Iberian Peninsula, but the Ebro River valley at the Spain/France border uses red to blue colours to indicate topography and elevation","Black and white satellite image of the Iberian Peninsula, but the Ebro River valley at the Spain/France border uses red to blue colours to indicate topography and elevation",0.720703125
69800,Memorial plaque and stone,Memorial plaque and stone,0.75
26795,"Two images, stacked vertically, of the same scene showing Anakin Skywalker, Yoda, and Obi-Wan Kenobi. The top image shows an older man as Anakin. The bottom image shows a younger man as Anakin.","Two images, stacked vertically, of the same scene showing Anakin Skywalker, Yoda, and Obi-Wan Kenobi. The top image shows an older man as Anakin. The bottom image shows a younger man as Anakin.",0.92724609375
34757,30 Rockefeller Plaza,30 Rockefeller Plaza,0.8515625
18004,"A field of lilac flowers under a blue sky, with dozens of poppies in the foreground. A house and trees are visible behind the field, and further still in the distance are green fields, a church spire, and hills.","A field of lilac flowers under a blue sky, with dozens of poppies in the foreground. A house and trees are visible behind the field, and further still in the distance are green fields, a church spire, and hills.",0.783203125
86080,Engraving of a chteau on a hill,Engraving of a chteau on a hill,0.75390625
2630,"An engraved drawing of Eleanor Butler and Sarah Ponsonby, known as the ""Ladies of Llangollen"". They are shown sitting in a private library wearing smoking jackets, with a cat in the foreground sitting in a chair.","An engraved drawing of Eleanor Butler and Sarah Ponsonby, known as the ""Ladies of Llangollen"". They are shown sitting in a private library wearing smoking jackets, with a cat in the foreground sitting in a chair.",0.94189453125
11005,"Map of Northumbria, showing the bishopric of Whithorn on the west coast, Abercorn on the north coast, Lindisfarn on the northeast coast and york in the south. The bishopric of Hexham is in the center. The abbey of Ripon is between York and Hexham and Whitby is on the coast south of Lindisfarne.","Map of Northumbria, showing the bishopric of Whithorn on the west coast, Abercorn on the north coast, Lindisfarn on the northeast coast and york in the south. The bishopric of Hexham is in the center. The abbey of Ripon is between York and Hexham and Whitby is on the coast south of Lindisfarne.",0.7958984375
10656,Sunrise over mountains in the background and a lake in the foreground,Sunrise over mountains in the background and a lake in the foreground,0.7578125
54601,David Warner in November 2011,David Warner in November 2011,0.79345703125
15702,Octopus card reader at a McDonald's restaurant in Hong Kong,Octopus card reader at a McDonald's restaurant in Hong Kong,0.9609375
65349,Screenshot of the dashboard,Screenshot of the dashboard,0.61669921875
91452,Stony Man Mountain view,Stony Man Mountain view,0.681640625
12577,Stone street going up a hill,Stone street going up a hill,0.79150390625
20828,5 flag designs,5 flag designs,0.7705078125
85450,A black-and-white image of a young girl on the left and a middle-aged man sitting on a bench with a patterned background and others doing the same behind them. She is looking at him while he appears to grimace,A black-and-white image of a young girl on the left and a middle-aged man sitting on a bench with a patterned background and others doing the same behind them. She is looking at him while he appears to grimace,0.75927734375
78869,Photograph,Photograph,0.49169921875
